Report date;Property no.;Property name;Street address;Postal code;City;Lease no.;Tenant;Business ID;Tenant brand;Tenant group;Region;Lease type;Type of use;Building ID;Lease unit;ModelTreeID;Construction year;Renovation year;Leasable area (sqm);Quantity (pcs);Lease started;Beginning lease;Lease expiry date (fixed term);Earliest notice date (landlord);Notice period (landlord);Earliest possible expiry date; Notice period (tenant) ;Lease maturity;Conditions for lease extension;Capital rent; Maintenance rent ; Maintenance rent adjustments ;Supplements; Investment rent ; Discounts ;Total monthly rent;Rent type;VAT tax base; Base rent ;Basis of rent increase;Index type;Base index value;Month(s) of rent increase;Latest index review;Latest index value;Minimum rent increase;Tenure;Leasehold termination;Property ID;Beds/rooms;Measured m2;ERV €/m2;Valuation
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;570001411;Academic Work HR Services Oy;2733621-7;;Academic Work HR Services Oy;Uusimaa;Rolling;Office;,KEI05;F2-01;;2001;;986,00;;1.9.2017;;;29.02.2024;6;31.8.2024;6;3,83;;23 421,14;;;;;;23 421,14;;24 %;12 156,90;Index-based;Cost-of-living index (1951:10 = 100);1923;7,;20205;1965;;Freehold;;49-10-32-3            ,49-10-32-4            ,;;956,00;;GEM Property Oy
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;570001412;Fastpro Oy;1480659-0;;Fastpro Oy;Uusimaa;Rolling;Daily services;,KEI05;F1-02;;2001;;301,00;;1.10.2016;;;;6;31.5.2021;6;0,58;;4 081,89;;;;;;4 081,89;;24 %;3 000,00;Index-based;Cost-of-living index (1951:10 = 100);1913;1,;201911;1973;1,50 %;Freehold;;49-10-32-3            ,49-10-32-4            ,;;304,00;;GEM Property Oy
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;570001413;Greenstep Oy;2306461-3;;Greenstep Oy;Uusimaa;Fixed term;Office;,KEI05;F1-06, F2-05, F3-01, F4-01;;2001;;2 344,00;;1.1.2019;;31.7.2026;;;31.7.2026;;5,75;;56 932,39;;;6 837;;-6 250;57 519,32;;24 %;63 285,00;Index-based;Cost-of-living index (1951:10 = 100);1960;1,;201910;1975;;Freehold;;49-10-32-3            ,49-10-32-4            ,;;2 276,00;;GEM Property Oy
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;570001414;Helvar Oy Ab;1761136-9;;Helvar Oy Ab;Uusimaa;Rolling;Office;,KEI05;B-13, F4-02;;2001;;668,00;;17.4.2016;;;17.05.2022;12;30.11.2021;12;1,08;"Vuokranantajan puolelta irtisanomisaika on 12 kk. Ensimmäisen irtisanomisajan alkamispäivä on 17.5.2022 ja tämän jälkeen kunkin kk viimeinen päivä. Mikäli vuokralainen on käyttänyt option jatkaa sopimusta 31.1.2026 asti, on vuokranantajan 1. irtisanomispäivä 31.1.2025 ja tämän jälkeen kunkin kk viimeinen päivä.

Vuokralaisen puolelta irtisanomisaika on 12 kk. Mikäli vuokralainen ei käytä irtisanomisoptiotaan on 1. irtisanomisajan alkamispäivä 17.4.2020, 2. irtisanomispäivä 17.4.2022 ja tämän jälkeen kunkin kk viimeinen päivä. Mikäli vuokralainen on käyttänyt option jatkaa sopimusta 31.1.2026 asti, on vuokralaisen toinen irtisanomispäivä 31.1.2025 ja tämän jälkeen kunkin kk viimeinen päivä. ";17 638,78;;;195;;;17 833,43;;24 %;17 499,00;Index-based;Cost-of-living index (1951:10 = 100);1936;1,;201911;1973;;Freehold;;49-10-32-3            ,49-10-32-4            ,;;631,00;;GEM Property Oy
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;510001559;Rovio Entertainment Oyj;1863026-2;;Rovio Entertainment Oyj;Uusimaa;Rolling;Office;,KEI07;F2-01;;2001;;5 517,00;;1.12.2015;;;30.11.2021;18;30.11.2021;12;1,08;Mikäli vuokralainen ei käytä irtisanomisoptiotaan on ensimmäisen irtisanomisajan alkamispäivä 30.11.2021 ja tämän jälkeen kunkin kk viimeinen päivä;129 258,38;;;;;;129 258,38;;24 %;125 000,00;Index-based;Cost-of-living index (1951:10 = 100);1908;1,;201911;1973;;Freehold;;49-10-32-3            ,49-10-32-4            ,;;5 287,00;;GEM Property Oy
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;570001415;Small folks daycare Oy;2610565-2;;Touhula;Uusimaa;Fixed term;Daily services;,KEI05;F1-01;;2001;;353,00;;1.8.2016;;31.7.2031;;;31.7.2031;;10,75;;7 365,60;;;;;;7 365,60;;0 %;7 100,00;Index-based;Cost-of-living index (1951:10 = 100);1898;7,;20205;1965;;Freehold;;49-10-32-3            ,49-10-32-4            ,;;334,50;;GEM Property Oy
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office;KEI05;B-02/varasto;;2001;;11,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-10-32-3            ,49-10-32-4            ;;11,00;4,00;GEM Property Oy
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office;KEI05;B-03/varasto;;2001;;11,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-10-32-3            ,49-10-32-4            ;;11,00;4,00;GEM Property Oy
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office;KEI05;B-04/varasto;;2001;;12,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-10-32-3            ,49-10-32-4            ;;12,00;4,00;GEM Property Oy
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office;KEI05;B-06/varasto;;2001;;12,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-10-32-3            ,49-10-32-4            ;;12,50;4,00;GEM Property Oy
1.11.2020;5552;Kiinteistö Oy Espoon Keilaranta 5-7;Keilaranta 5;02150;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office;KEI05;B-08/varasto;;2001;;38,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-10-32-3            ,49-10-32-4            ;;38,50;4,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001462;AddSecure Oy;2841072-2;;AddSecure Oy;Uusimaa;Fixed term;Office;,BER07;B1-1, B1-2, F3-8;;2012;;251,00;;1.3.2019;;28.2.2022;;;28.2.2022;;1,33;;4 800,63;1 169;;;;;5 970,08;;24 %;4 769,00;Index-based;Cost-of-living index (1951:10 = 100);1960;1,;201911;1973;;Freehold;;49-51-335-7           ,;;289,50;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001463;A-Insinöörit Oy;2922537-7;;A-Insinöörit Oy;Uusimaa;Fixed term;Office;,BER07;F1-5, Pysäköintioikeus;;2012;;180,00;;1.8.2018;;31.7.2023;;;31.7.2023;;2,75;;3 912,51;896;;;;;4 808,73;;24 %;3 855,00;Index-based;Cost-of-living index (1951:10 = 100);1944;1,;201911;1973;;Freehold;;49-51-335-7           ,;;178,00;;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001464;Biogen Finland Oy;1538877-3;;Biogen Finland Oy;Uusimaa;Fixed term;Office;,BER07;B1-1, B1-2, F3-4;;2012;;46,50;;20.9.2013;;31.8.2025;;;31.8.2025;;4,83;"The Tenant has the right to end the lease agreement on September 19th 2023 by notifying the Landlord no later than 8 months inadvance. In case the Tenant exercises its right to end the lease agreement on the extension area on the said date it compensates two
(2) months’ index adjusted capital rents (the rent level of the end date September 2023) to the Landlord.";891,36;;;;;;1 109,31;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;;Freehold;;49-51-335-7           ,;;88,00;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001465;BSH Partners Oy;2245599-7;;BSH Partners Oy;Uusimaa;Fixed term;Office;,BER07;B1-1, B1-2, F7-2;;2012;;269,00;;1.6.2019;;30.11.2023;;;30.11.2023;;3,08;;5 171,29;1 256;;;;;6 427,45;;24 %;5 120,28;Index-based;Cost-of-living index (1951:10 = 100);1950;1,;201911;1973;;Freehold;;49-51-335-7           ,;;308,50;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001683;Coor Service Management Oy;1597866-9;;Coor Service Management Oy;Uusimaa;Rolling;Office;,BER07;B1-13, F1-2;;2012;;37,00;;1.12.2019;;;;6;31.5.2021;6;0,58;;644,01;147;;;;;791,34;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1966;1,;;;;Freehold;;49-51-335-7           ,;;37,00;;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001684;Coor Service Management Oy;1597866-9;;Coor Service Management Oy;Uusimaa;Rolling;Office;,BER07;F1-8, F7-5;;2012;;234,00;;1.12.2011;;;;6;31.5.2021;6;0,58;;0,00;;;;;;0,00;;0 %;;No rent adjustments;;;;;;;Freehold;;49-51-335-7           ,;;234,00;;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001466;Despec Finland Oy;2046228-8;;Despec Finland Oy;Uusimaa;Rolling;Office;,BER07;F7-1;;2012;;76,50;;1.12.2016;;;28.02.2019;3;28.2.2021;3;0,33;;1 658,79;359;;;;;2 017,36;;24 %;1 607,50;Index-based;Cost-of-living index (1951:10 = 100);1912;1,;201911;1973;;Freehold;;49-51-335-7           ,;;74,50;;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001467;Kanresta Oy;0986855-1;;Kanresta Oy;Uusimaa;Fixed term;Daily services;,BER07;F1-3;;2012;;256,00;;1.10.2012;;30.9.2022;;;30.9.2022;;1,91;Vuokralaisella on optio jatkaa tätä määräaikaista sopimusta viisi (5) vuotta tämän sopimuksen mukaisin ehdoin. Jos vuokralainen haluaa käyttää tätä optiota, tulee siitä ilmoittaa vuokranantajalle kahdeksantoista (18) kuukautta ennen yllä mainitun määräaikaisen sopimusajan päättymistä. ;5 546,12;1 200;;;;;6 746,04;;24 %;4 902,40;Index-based;Cost-of-living index (1951:10 = 100);1744;1,;201911;1973;;Freehold;;49-51-335-7           ,;;196,00;;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001468;Kanresta Oy;0986855-1;;Kanresta Oy;Uusimaa;Rolling;Daily services;,BER07;B1-4;;2012;;9,00;;1.1.2013;;30.9.2022;;;30.9.2022;;1,91;Vuokralaisella on optio jatkaa tätä määräaikaista sopimutsa viisi (5) vuotta tämän sopimuksen mukaisin ehdoin. Jos vuokralainen haluaa käyttää tätä optiota, tulee siitä ilmoittaa vuokranantajalle kahdeksantoista (18) kuukautta ennnen yllä mainitun määräaikaisen sopimusajan päättymistä;113,83;21;;;;;134,92;;24 %;108,00;Index-based;Cost-of-living index (1951:10 = 100);1872;1,;201911;1973;;Freehold;;49-51-335-7           ,;;9,00;;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001471;Omron Electronics Oy;0617154-8;;Omron Electronics Oy;Uusimaa;Fixed term;Office;,BER07;B1-1, B1-2, F2-1;;2012;;863,00;;1.10.2012;;30.9.2023;;;30.9.2023;;2,91;;16 363,38;4 026;;;;;20 389,68;;24 %;16 172,62;Index-based;Cost-of-living index (1951:10 = 100);1950;1,;201911;1973;;Freehold;;49-51-335-7           ,;;899,00;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001636;Oy Swegon Ab;0108352-2;;Oy Swegon Ab;Uusimaa;Fixed term;Office;,BER07;B1-1, B1-2, B1-5, F3-3;;2012;;485,50;;1.8.2020;;30.9.2025;;;30.9.2025;;4,92;"Sen lisäksi mitä osapuolet ovat sopineet vuokrasopimuksen päättymispäivästä vuokralaisella on yksipuolinen oikeus irtisanoa sopimus
ennenaikaisesti päättymään 30.9.2023. Vuokralaisen on ilmoitettava tämän oikeuden käytöstä kirjallisesti viimeistään yhdeksän (9)
kuukautta ennen ajankohtaa 30.9.2023 (selvyyden vuoksi ilmoitus annettava viimeistään 31.12.2022 mennessä). Mikäli vuokralainen
käyttää oikeuttaan irtisanoa sopimus päättymään 30.9.2023, korvaa vuokralainen vuokranantajalle ennenaikaisesta päättymisestä
kompensaationa vuokrasopimuksen ennenaikaisen päättymishetken (30.9.2023) indeksitarkistetun (kohdassa 4.1 A:Pääomavuokra ja
B:Ylläpitovuokra) kahden (2) kuukauden kokonaisvuokraa vastaavan summan.";9 262,87;2 257;;;;-8 939;2 580,68;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;;;;Freehold;;49-51-335-7           ,;;521,50;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001472;Profit Software Oy;0899369-2;;Profit Software Oy;Uusimaa;Fixed term;Office;,BER07;B1-1, B1-2, F5-1, Pysäköintioikeus;;2012;;963,50;;1.10.2018;;30.9.2021;;;30.9.2021;;0,91;;21 595,27;4 936;;;;;26 531,55;;24 %;21 277,85;Index-based;Cost-of-living index (1951:10 = 100);1944;1,;201911;1973;;Freehold;;49-51-335-7           ,;;1 010,00;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;510001746;Qentinel Oy;2361589-2;;Qentinel Oy;Uusimaa;Fixed term;Office;,BER07;B1-1, B1-2, F6-1, Pysäköintioikeus;;2012;;716,00;;1.10.2020;;30.9.2022;;;30.9.2022;;1,91;;16 805,42;3 355;;;;-16 805;3 354,79;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1935;1,;201911;1973;;Freehold;;49-51-335-7           ,;;751,00;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER07;B1-1/sosiaalitila;;2012;;5,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-7           ;;21,50;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER07;B1-10/varasto;;2012;;11,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-7           ;;11,00;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER07;B1-2/sosiaalitila;;2012;;5,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-7           ;;21,50;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER07;F1-10/varasto;;2012;;10,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-7           ;;10,50;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER07;F1-9/varasto;;2012;;8,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-7           ;;8,50;10,00;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER07;F3-1/toimistotila;;2012;;204,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-7           ;;204,50;18,40;GEM Property Oy
1.11.2020;5553;Kiinteistö Oy Espoon Alberga Talo B;Bertel Jungin aukio 7;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER07;F4-1/toimistotila;;2012;;967,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-7           ;;967,00;18,40;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001484;Alberga Business Center Oy;2611487-4;;Alberga Business Center Oy;Uusimaa;Fixed term;Office;,BER05;B1-2, F6-1;;2013;;681,50;;1.4.2014;;31.3.2021;;;31.3.2021;;0,41;The lessee has an option to extend this fixed-term lease by three (3) years in accordance with the terms and conditions of this agreement. Kts. vuokrasopimus;13 531,46;3 358;;;;;16 889,64;;24 %;12 948,50;Index-based;Cost-of-living index (1951:10 = 100);1888;1,;201911;1973;;Freehold;;49-51-335-6           ,;;737,50;;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001476;Biogen Finland Oy;1538877-3;;Biogen Finland Oy;Uusimaa;Fixed term;Office;,BER05;B1-2, F3-1, F3-2;;2013;;663,00;;20.9.2013;;31.8.2025;;;31.8.2025;;4,83;The Tenant has the right to end the lease agreement on September 19th 2023 by notifying the Landlord no later than 8 months in advance. In case the Tenant exercises its right to end the lease agreement on the extension area on the said date it compensates two (2) months’ index adjusted capital rents (the rent level of the end date September 2023) and a lump sum of 25.000€ to the Landlord.;12 709,23;3 269;;;;;15 978,30;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;;Freehold;;49-51-335-6           ,;;701,50;;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001477;BSH Partners Oy;2245599-7;;BSH Partners Oy;Uusimaa;Fixed term;Office;,BER05;B1-2, F7-2;;2013;;151,50;;17.6.2019;;17.12.2023;;;17.12.2023;;3,13;;2 912,46;746;;;;;3 658,86;;24 %;2 878,50;Index-based;Cost-of-living index (1951:10 = 100);1950;1,;201911;1973;;Freehold;;49-51-335-6           ,;;193,00;;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001478;CCM Hockey Oy;0921570-2;;CCM Hockey Oy;Uusimaa;Fixed term;Office;,BER05;B1-2, F2-1;;2013;;318,50;;15.5.2015;;14.5.2021;;;14.5.2021;;0,53;;5 878,90;1 573;;;;;7 452,15;;24 %;5 777,59;Index-based;Cost-of-living index (1951:10 = 100);1939;1,;201911;1973;;Freehold;;49-51-335-6           ,;;360,50;;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001685;Coor Service Management Oy;1597866-9;;Coor Service Management Oy;Uusimaa;Rolling;Office;,BER05;F1-11, F1-4, F1-7;;2013;;102,00;;1.12.2011;;;;6;31.5.2021;6;0,58;;0,00;;;;;;0,00;;0 %;;No rent adjustments;;;;;;;Freehold;;49-51-335-6           ,;;102,00;;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001479;Enfo Oyj;2081212-9;;Enfo Oyj;Uusimaa;Fixed term;Office;,BER05;B1-2, F4-1;;2013;;963,00;;1.2.2019;;31.5.2024;;;31.5.2024;;3,58;;18 127,54;4 748;;;;;22 875,78;;24 %;18 008,10;Index-based;Cost-of-living index (1951:10 = 100);1960;1,;201911;1973;;Freehold;;49-51-335-6           ,;;997,00;;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001481;Kanresta Oy;0986855-1;;Kanresta Oy;Uusimaa;Fixed term;Daily services;,BER05;B1-2, F1-1;;2013;;265,50;;1.7.2013;;30.6.2023;;;30.6.2023;;2,66;Vuokralaisella on optio jatkaa tätä sopimusta määräaikaista sopimusta viisi (5) vuotta tämän sopimuksen mukaisin ehdoin. Kts. vuokrasopimus;5 557,81;1 255;;;;;6 812,95;;24 %;4 912,73;Index-based;Cost-of-living index (1951:10 = 100);1744;1,;201911;1973;;Freehold;;49-51-335-6           ,;;304,00;;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001480;Oy Hempel (Finland) Ab;0108854-2;;Oy Hempel (Finland) Ab;Uusimaa;Fixed term;Office;,BER05;B1-2, F2-10, F2-3, F2-4, F2-8;;2013;;203,50;;1.3.2014;;28.2.2022;;;28.2.2022;;1,33;;3 830,69;1 004;;;;;4 834,55;;24 %;3 805,45;Index-based;Cost-of-living index (1951:10 = 100);1960;1,;201911;1973;;Freehold;;49-51-335-6           ,;;263,00;;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001483;Realia Management Oy / Realia Asuntovuokraus;0951719-6;;Realia Group;Uusimaa;Rolling;Office;,BER05;B1-2, F1-3;;2013;;14,00;;1.7.2013;;;;2;31.1.2021;2;0,25;;271,66;67;;;;;338,51;;24 %;259,00;Index-based;Cost-of-living index (1951:10 = 100);1881;1,;201911;1973;;Freehold;;49-51-335-6           ,;;57,00;;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001485;System Frugt Oy Ab;2623432-3;;System Frugt Oy Ab;Uusimaa;Fixed term;Office;,BER05;B1-2, F2-10, F2-5;;2013;;79,00;;1.5.2014;;30.4.2021;;;30.4.2021;;0,49;;1 472,76;389;;;;;1 861,44;;24 %;1 422,00;Index-based;Cost-of-living index (1951:10 = 100);1905;1,;201911;1973;;Freehold;;49-51-335-6           ,;;168,00;;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;510001486;TVV lippu- ja maksujärjestelmä Oy;2560184-9;;TVV lippu- ja maksujärjestelmä Oy;Uusimaa;Rolling;Office;,BER05;B1-2, F3-3, F3-4, F3-6;;2013;;157,50;;20.12.2013;;31.12.2020;;6;31.12.2020;6;0,16;;2 918,75;776;;;;;3 694,85;;24 %;2 793,00;Index-based;Cost-of-living index (1951:10 = 100);1888;1,;201911;1973;;Freehold;;49-51-335-6           ,;;230,00;18,30;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER05;B1-1/varasto;;2013;;10,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-6           ;;10,50;10,00;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER05;B1-10/varasto;;2013;;20,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-6           ;;20,00;10,00;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER05;F1-10/varasto;;2013;;12,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-6           ;;12,00;10,00;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER05;F2-2/toimistotila;;2013;;271,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-6           ;;271,50;18,30;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER05;F3-4/yhteiset (tekn., käytävä, sos. yms);;2013;;28,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-6           ;;67,00;18,30;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER05;F3-5/toimistotila;;2013;;91,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-6           ;;91,50;18,30;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER05;F5-1/toimistotila;;2013;;953,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-6           ;;953,50;18,30;GEM Property Oy
1.11.2020;5554;Kiinteistö Oy Espoon Alberga Talo C ;Bertel Jungin aukio 5;02600;Espoo;;TYHJÄT TILAT;;;;Uusimaa;;Office Business Park;BER05;F7-1/toimistotila;;2013;;404,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-51-335-6           ;;404,50;18,30;GEM Property Oy
1.11.2020;5501;Kiinteistö Oy Järvenpään Myllytie 1a;Myllytie 1a;04410;JÄRVENPÄÄ;94907;Posti Oyj;0109357-9;;Posti Oy;;Rolling;Retail;;Osa P-hallin tuulikaapista;;;;10,0;0,0;1.11.2020;;;;;28.2.2021;3;0,33;;300,00;;;;;;300,00;;24 %;300,00;Index-based;Cost-of-living index (1951:10 = 100);1977;1;;1977;;;;186-006-0665-0001;;;0,00; JLL
1.11.2020;5502;Kiinteistö Oy Keravan Peltomäenkatu 2-4;Peltomäenkatu 2-4;04250;KERAVA;59358;Kiinteistö Oy Jäspilänkatu 32;1083112-3;;Kiinteistö Oy Jäspilänkatu 32, c/o Härus;;Rolling;Retail;;Väestönsuoja;;;;14,0;0,0;1.11.2015;;;;;31.12.2020;;0,16;;;;;;;;0,00;;0 %;841,00;No rent adjustments;;;1;;;;;;245-009-0332-0037;;;0,00; JLL
1.11.2020;5506;Kiinteistö Oy Tampereen Kauppakatu 4;Kauppakatu 4;33210;TAMPERE;63607;Telia Finland Oyj;1475607-9;;TeliaSonera Finland Oyj / Unibase;;Rolling;Office;;Laitetila;;;;2,0;0,0;1.12.2009;;;;;30.11.2021;12;1,08;;;;;;;;0,00;;0 %;1 500,00;Index-based;Cost-of-living index (1951:10 = 100);1741;1;;;;;;837-102-0010-0012;;;0,00; JLL
